"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 14 12:38:15 IST 2024","Tue May 14 12:39:26 IST 2024","70741","chromium","taskmanager\TC-419_ProgramProject_Test.spec.ts","All Program Project Test","","","TC-419_ProgramProject_Test @TaskManager,@Sanity,@P1,@Mid",""
